ibge_cod,regiao,uf,nome,porte,snt,a1,a2,a3,a4,a5,b1,b2,b3,b4,c1,c2,c3,media_mortes,a_pc1,a_pc2,b_pc1,b_pc2,c_pc1,c_pc2,cluster_a,cluster_b,cluster_c
430195,Sul,Rio Grande do Sul,Barra Funda,Menor porte,Não municipalizado,2.0424951592593676,-0.008672652255657028,-0.7101010053641249,-0.3907817117824211,-1.19335833618007,1.8381084657853664,-1.1754823191431736,-0.835802532722438,0.3134947565306134,1.8087702259582767,1.0487742645979083,1.3843323521574868,1.3333333333333333,-0.4759772380109101,-0.6031355275474845,-2.077622196377767,0.9603193835393764,2.4876164071563722,0.23565611253505403,2,2,1
430180,Sul,Rio Grande do Sul,Barracão,Menor porte,Municipalizado,1.9190332273454498,0.27457509146117187,0.9962897781050437,-0.3907817117824211,-0.25682592850141694,1.2656771248779382,-1.5651416596234542,-0.835802532722438,-0.24089022946483907,0.8073036029579214,0.5840654556544799,0.6794988844884513,2.6666666666666665,0.5388848773545448,-1.69018131339589,-1.8885065500858742,1.0288695505178367,1.1871316878166163,0.20509842915710239,2,2,1
430200,Sul,Rio Grande do Sul,Barros Cassal,Menor porte,Municipalizado,0.0744874538501338,-0.2976091898102869,-0.7101010053641249,-0.3907817117824211,1.2650392339763943,1.6973906296513623,-0.7661811104821101,-0.835802532722438,-0.694065471091029,0.47151998969634307,-0.2519748168453335,-0.11842579589158729,2.3333333333333335,0.9094494378394016,1.0763483288402127,-1.5422507742425986,1.418071789647339,0.1733577531589411,-0.36102577411540576,1,2,3
430205,Sul,Rio Grande do Sul,Benjamin Constant do Sul,Menor porte,Municipalizado,-0.18040265005359993,-0.32416928160768654,1.849485169839628,-0.3907817117824211,-1.19335833618007,0.8091730420427902,-0.8613810094472284,-0.835802532722438,1.612170248232098,0.1570174507695368,-0.25659538744320054,-0.530686880754608,0.3333333333333333,-1.0941488679675253,-1.7160292339252634,-1.3433799736971455,0.11250292915192694,-0.31028716513496646,-0.20870425826582706,2,2,3
430210,Sul,Rio Grande do Sul,Bento Gonçalves,Maior porte,Municipalizado,-0.6346354356687572,-0.6445122511871663,0.17232975294038583,-0.3907817117824211,0.7959543829275584,2.1679526281732917,-1.19652231290239,0.3695466590924539,0.060486994865259484,1.2208489295248586,1.0661519742357917,1.5838135222524967,11.333333333333334,0.46480042898346463,0.005485401464620732,-1.0373056841989745,2.2208687900429402,-2.2468277057392534,0.2652416968442588,2,3,2
430220,Sul,Rio Grande do Sul,Boa Vista do Buricá,Menor porte,Municipalizado,0.9402086980397129,-0.29911999603057643,-0.7101010053641249,-0.3907817117824211,-1.19335833618007,1.412270161762698,-0.6194203379264382,2.3114682763648897,0.8733931483373447,2.0026116579816797,0.46478198738546134,1.371033607484486,2.3333333333333335,-0.9372221515889767,-0.09302949980993824,-1.6871553365451066,-2.0184549615019214,2.4251145596696975,-0.3705639602303842,3,3,1
430223,Sul,Rio Grande do Sul,Boa Vista do Incra,Menor porte,Municipalizado,-0.42326028355536993,-0.5241195516602903,-0.7101010053641249,-0.3907817117824211,-1.19335833618007,1.5198561976240843,-1.0687039920322972,-0.835802532722438,-0.23012467759576366,0.6461198802442241,1.593854360888915,0.9587725226214654,0.3333333333333333,-1.4602509054567558,0.5119772456219172,-1.7062905507590431,1.1327328308751472,1.5798426443117906,1.1623883324990294,3,2,1
430225,Sul,Rio Grande do Sul,Boa Vista do Sul,Menor porte,Municipalizado,0.27038710123741166,-0.4416280527486228,-0.7101010053641249,-0.3907817117824211,0.2114402753379095,0.3664714704005167,-1.3714668634042368,-0.835802532722438,-1.0336626788956926,1.7275530732188595,0.25796568260396674,0.9188762886024634,0.6666666666666666,0.010338719063828383,0.6750318996551018,-1.0247782528860072,1.1661405210811278,1.8780322791233721,-0.41449781583286704,3,2,1
430230,Sul,Rio Grande do Sul,Bom Jesus,Menor porte,Municipalizado,0.7876087897925002,0.027636713430344188,2.361402404880379,-0.3907817117824211,-1.19335833618007,1.8279839096573414,-1.563783790875055,0.6585458036888552,-0.2608540501012781,0.3715792245440325,0.5724324318565153,0.0943541188764234,3.6666666666666665,-0.611587349225796,-2.600570780939836,-2.368313429949145,-0.06961474036858419,0.5064934319306508,0.4133142755049717,2,2,3
430235,Sul,Rio Grande do Sul,Bom Princípio,Menor porte,Municipalizado,0.8394776894135375,-0.23878370369638596,2.4893817136405665,0.27639872581725505,-0.8421586833005751,1.250556827708606,-1.2230275494152942,0.7572397539060223,-0.3235047195583219,1.3967697047906942,0.9850062660262919,1.1582536927164755,4.666666666666667,-0.2985637369367376,-2.646456742308749,-1.7300678040543123,-0.2519617618262288,2.034593651442437,0.33344053565814646,2,3,1
430245,Sul,Rio Grande do Sul,Boqueirão do Leão,Menor porte,Municipalizado,-0.9505256823560331,-0.7215514228130984,-0.7101010053641249,-0.3907817117824211,-1.19335833618007,1.242852315951478,-0.5439298328212431,1.8383560791743794,0.028109350309794872,0.7908839869023312,-0.26733768248496215,0.5465114377584447,0.3333333333333333,-1.7015800906736436,0.7672939455562489,-1.3629130617599607,-1.2713302963304385,0.8143152403594225,-0.5717726275022758,3,3,3
430250,Sul,Rio Grande do Sul,Bossoroca,Menor porte,Municipalizado,-0.229501870914524,-0.4044030480113871,-0.7101010053641249,-0.3907817117824211,-1.19335833618007,0.7667120433828339,-1.2182292883936119,-0.835802532722438,-0.10283785843787759,0.4024266151829214,1.071528397894899,0.4401214803744393,1,-1.3548800960964411,0.40903252916383653,-1.321429477750022,0.8592187747220075,0.9099253196937617,0.8219176151966519,3,2,1
430265,Sul,Rio Grande do Sul,Brochier,Menor porte,Municipalizado,1.6348872231271203,-0.1093404803096442,0.5696920822377516,-0.3907817117824211,-0.25682592850141694,1.075197245743229,-0.5410883610391772,-0.835802532722438,-0.4529564147704402,1.8621556678287652,-0.26040877491878883,0.533212693085444,2.3333333333333335,0.27457801264031156,-1.1506979804117985,-0.9939834560630351,1.1580230413722028,1.5589654245290827,-0.8849160158928558,2,2,1
430270,Sul,Rio Grande do Sul,Butiá,Médio porte,Municipalizado,-0.5264256979329482,-0.5431545706459373,1.849485169839628,-0.3907817117824211,-0.25682592850141694,0.7812279807849729,-1.1747433800513036,0.12201808521687253,-0.4585085231518413,0.5332158285595298,-0.07918978059250771,0.4002252463554373,2.3333333333333335,-0.7356852840811693,1.6103805305250318,-1.1826913025728385,0.7145223349970464,-0.6001504445344035,0.30022757359229935,1,2,1
430280,Sul,Rio Grande do Sul,Caçapava do Sul,Médio porte,Municipalizado,0.19667364911849208,-0.336332098822665,0.14309438637045943,-0.3907817117824211,-0.7038073048935013,1.0790601598159109,-1.255663554759124,0.4078141150486193,-0.5532306326107799,0.914775296500723,0.04415198778720234,0.5997064164504473,7.666666666666667,-0.7294341971938872,-0.1614818728598281,-1.4358094040918223,0.8228923374733856,-1.0294312372593877,0.3446650812651449,2,2,1
430290,Sul,Rio Grande do Sul,Cacequi,Menor porte,Municipalizado,-0.8926010782204353,-0.6460228445483331,-0.7101010053641249,-0.3907817117824211,-0.4909590304210802,0.7916835612894542,-1.1072818848139296,0.6945873492331867,-0.03924242183535804,-0.0035198949584389085,0.10233636251302021,0.5465114377584447,0.6666666666666666,-1.0481096453333723,0.9611631827430828,-1.3729372727791058,-0.4438877601274556,0.37775057749790564,0.014937889152395148,3,3,3
430300,Sul,Rio Grande do Sul,Cachoeira do Sul,Médio porte,Municipalizado,0.24174762457647728,-0.33958872298560216,0.8185407381603387,0.23933314595060645,-0.003181734755115164,1.4952983415690488,-1.03456633224582,0.67366036254898,1.402480514184009,0.9779940847770113,0.1880556159199637,1.1050587140244728,19.333333333333332,-0.28142054255855486,0.800738244105118,-2.1943738119626355,-0.729144925713203,-1.4549863068939701,0.26353625714678275,1,1,1
430310,Sul,Rio Grande do Sul,Cachoeirinha,Maior porte,Municipalizado,-1.0436648434897728,-0.7582755130745168,2.020124248186545,-0.3907817117824211,0.024133793802178862,1.0453508211051108,-1.245454041641248,-0.30060822035787294,-0.2771915653695969,0.8954516556245392,0.7249121306784276,1.3045398841194829,3.6666666666666665,2.142104118624356,-0.821619591428574,-0.30301902669679553,1.5678638642262193,-1.738009057429344,0.08320832909847753,1,3,2
430320,Sul,Rio Grande do Sul,Cacique Doble,Menor porte,Municipalizado,0.41860629752879147,-0.14278956009498678,2.7026805615742124,1.3883661218167154,-0.7250921323407434,1.2614177902461354,-1.3063051778695318,-0.835802532722438,0.5320942170910118,0.4679123983754592,-0.0669909488054523,0.04115914018442073,1.3333333333333333,-0.15604712623856853,-2.773339259829734,-1.8122407195532777,0.693963899119509,0.3322957102898012,-0.20981032407518255,2,2,3
430350,Sul,Rio Grande do Sul,Camaquã,Médio porte,Municipalizado,-0.5625122872176002,-0.6064255880037382,1.0877035700766065,0.3717102169029231,0.16963079285225524,1.4146882702224552,-0.707936090231333,0.2843243948151587,0.2697502856409177,1.01450036093858,0.3167704973026462,0.5066152037394427,7,-0.21613274780880778,1.349916810727252,-1.519378417451137,0.30457117888133467,-1.1219535224467192,0.12717258643427287,1,2,1
430355,Sul,Rio Grande do Sul,Camargo,Menor porte,Municipalizado,-0.45858168178500086,-0.6237208537287225,-0.7101010053641249,-0.3907817117824211,-1.19335833618007,1.1665256047581,-1.4525300656155093,-0.835802532722438,0.6362407650950859,1.9057655229031265,1.4192124136371176,1.0252662459864688,0.3333333333333333,-1.5069785766024346,0.5457855174446251,-1.8679263083242763,0.6087198832620685,2.4481266907157413,0.609626183459668,3,2,1
